Date,Close,High,Low,Open,Volume,Return
2015-01-05,23.554738998413086,24.0867993234754,23.368518814896508,24.006990190147395,257142000,-0.028171647560955693
2015-01-06,23.556955337524414,23.816334163580667,23.195596863475707,23.619028729260297,263188400,9.409312968733374e-05
2015-01-07,23.88727378845215,23.987034348142444,23.654496894010858,23.765342712054718,160423600,0.014022119845070291
2015-01-08,24.805078506469727,24.862718808875904,24.097881603917656,24.215379598807615,237458000,0.03842233007189266
2015-01-09,24.831684112548828,25.106581306246863,24.432638435105563,24.977999733362566,214798000,0.0010725870539842752
2015-01-12,24.21980857849121,24.96912561715125,24.12004802977422,24.96247513941982,198603200,-0.024640919692933805
2015-01-13,24.434852600097656,25.006817431812447,24.144437095686346,24.703099278993438,268367600,0.00887884893514057
2015-01-14,24.341747283935547,24.494713393902764,24.053547421688574,24.17326113255855,195826400,-0.0038103489996799134
2015-01-15,23.681100845336914,24.39938128317444,23.645631062558422,24.386080326054127,240056000,-0.027140469042443383
2015-01-16,23.497098922729492,23.849589546937747,23.321962305734257,23.72765845555715,314053200,-0.007769990247039282
2015-01-20,24.10232162475586,24.157744549135312,23.610165785646576,23.907231848461198,199599600,0.025757337278812686
2015-01-21,24.286325454711914,24.62107869073436,24.00255866913812,24.153309086853763,194303600,0.0076342782583675994
2015-01-22,24.918142318725586,24.933660666894788,24.324008616661335,24.443722313126493,215185600,0.026015333821983733
2015-01-23,25.046724319458008,25.217426152284684,24.72527039983578,24.89597392403558,185859200,0.005160176031091757
2015-01-26,25.073322296142578,25.352654215521547,25.00681582387235,25.215204799966497,222460000,0.001061934341007209
2015-01-27,24.1954288482666,24.935879909246182,24.171042629136025,24.922577258846545,382274800,-0.035013048430803106
2015-01-28,25.56326675415039,26.186221517154262,25.56326675415039,26.077591377548313,585908400,0.056532906048564646
2015-01-29,26.35913848876953,26.42342927258917,25.61868747113395,25.787173604889798,337745600,0.03113341273137271
2015-01-30,25.973398208618164,26.603001772030364,25.904672637239905,26.248295420011285,334982000,-0.01463402456479046
2015-02-02,26.299283981323242,26.41899769418198,25.73397119942588,26.17070408947349,250956400,0.012546905494905447
2015-02-03,26.303720474243164,26.401263671853233,26.073160903883434,26.270466381055748,207662800,0.0001686925363850733
2015-02-04,26.505456924438477,26.71606503689038,26.228342322296477,26.270464283061518,280598800,0.007669502509838999
2015-02-05,26.694643020629883,26.7591875492115,26.541071497520225,26.712447061096544,168984800,0.0071376281771236005
2015-02-06,26.4698429107666,26.76363072271144,26.363010207310197,26.7124396631692,174826400,-0.008421169359318803
2015-02-09,26.64566993713379,26.672376838687786,26.35855885909115,26.385267458693313,155559200,0.0066425413615005535
2015-02-10,27.157577514648438,27.1865122612424,26.743605174485186,26.74582961803202,248034000,0.019211660983657453
2015-02-11,27.79412078857422,27.80302365774681,27.264412808170146,27.32450505252429,294247200,0.02343888270529426
2015-02-12,28.145776748657227,28.372795669606173,27.947692577307883,28.05674975412918,297898000,0.012652170678756125
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800,0.004902655393798527
2015-02-17,28.4506893157959,28.684384928549473,28.248152891669676,28.375015787666307,252609600,0.005901743218063027
2015-02-18,28.648775100708008,28.662128554300637,28.36611454730817,28.406176606134583,179566800,0.006962424801501443
2015-02-19,28.58868408203125,28.71777314010031,28.561977172119512,28.595360809509188,149449600,-0.002097507431487844
2015-02-20,28.822378158569336,28.822378158569336,28.499657229063484,28.62651844031598,195793600,0.008174355834900782
2015-02-23,29.60135841369629,29.60135841369629,28.857986769347917,28.938110882852925,283896400,0.027026925080273045
2015-02-24,29.416629791259766,29.73490182419154,29.194063171007127,29.58800703976149,276912400,-0.006240545445747259
2015-02-25,28.664348602294922,29.2897635504534,28.52190612565482,29.2808589853591,298846800,-0.025573330266010275
2015-02-26,29.02713966369629,29.12729396862077,28.179161341319833,28.664354967712665,365150000,0.012656525582874112
2015-02-27,28.590904235839844,29.060519853426552,28.541939316766616,28.93365527325596,248059200,-0.015028536497588063
2015-03-02,28.731124877929688,28.995979705716593,28.555298738023403,28.766736353081935,192386800,0.004904379411479809
2015-03-03,28.791227340698242,28.826838826392425,28.50856669166022,28.702202022560975,151265200,0.002091893826778879
2015-03-04,28.608713150024414,28.835732063722944,28.559751615792635,28.73335331565114,126665200,-0.006339229255983514
2015-03-05,28.1346435546875,28.655448562033296,27.989974931075338,28.617612649133473,226068400,-0.016570811586347434
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.577552179150562,291368400,0.0015031195900712113
2015-03-09,28.297119140625,28.837957778090015,27.83418017642311,28.479623696005753,354114000,0.004265398608851223
2015-03-10,27.711767196655273,28.31492246485523,27.553745118097947,28.13464406642544,275426400,-0.020685920042275985
2015-03-11,27.20654296875,27.769636241841642,27.17760991964379,27.765185656613205,275756000,-0.01823139694845055
2015-03-12,27.698408126831055,27.798564099157097,27.070770486170723,27.222115817155036,193450800,0.01807892897844532
2015-03-13,27.507009506225586,27.90985626880816,27.282218428274447,27.687289634604028,207309200,-0.006910094606486172
2015-03-16,27.8096981048584,27.8096981048584,27.34676083218295,27.571551892676595,143497200,0.01100405329646259
2015-03-17,28.274864196777344,28.337182579986006,27.965496724385353,28.021138380542887,204092400,0.0167267580599042
2015-03-18,28.59313201904297,28.74670351988461,28.125742488103533,28.26595883797083,261083600,0.011256210464908323
2015-03-19,28.377248764038086,28.766740413740568,28.354992437950568,28.655457085254145,183238000,-0.007550178653429995
2015-03-20,28.021133422851562,28.577548187933573,27.856434625218515,28.544164558584388,274780400,-0.01254932584013646
2015-03-23,28.312692642211914,28.455135108533188,28.159121168377233,28.29266246634555,150838800,0.010404975950137008
2015-03-24,28.196956634521484,28.49741943799614,28.168021896402465,28.317142774740155,131369200,-0.004087778197326086
2015-03-25,27.46026611328125,28.225895749966426,27.46026611328125,28.16357737452431,206620800,-0.026126596951186798
2015-03-26,27.65167236328125,27.794114843477228,27.286663295523013,27.322274764596163,190291600,0.006970298438128575
2015-03-27,27.431331634521484,27.754052503943598,27.35565981059288,27.725119459155888,158184800,-0.007968441324813225
2015-03-30,28.125743865966797,28.132420592756837,27.59826037492282,27.60938938493857,188398800,0.025314565136583367
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400,-0.01535169900427169
2015-04-01,27.65389633178711,27.84752985904948,27.397944436591516,27.780759208807787,162485600,-0.001446870419557933
2015-04-02,27.89204216003418,27.945457660759356,27.640542550157,27.82749765171919,128880400,0.008611655492948733
2015-04-06,28.34385108947754,28.37946255415707,27.671700825108353,27.70286000767889,148776000,0.016198488689033397
2015-04-07,28.04561424255371,28.515228147761338,28.038937517074427,28.40839714399641,140049200,-0.010522100401329948
2015-04-08,27.954360961914062,28.132414897830937,27.814144633562044,28.010002604632064,149316800,-0.0032537451257241834
2015-04-09,28.168027877807617,28.17248016063967,27.74515270337457,28.010005798237138,129936000,0.007643419793593509
2015-04-10,28.288211822509766,28.312694282018718,27.878690132629572,28.032259917310526,160752000,0.004266679414814067
2015-04-13,28.232572555541992,28.615389073008984,28.179157047591232,28.570873036627983,145460400,-0.001966871123451508
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400,-0.004335630613135466
2015-04-15,28.216997146606445,28.294895127681393,28.045621588241563,28.134648580062343,115881600,0.0038004256123851388
2015-04-16,28.081226348876953,28.288213346207304,28.067872896806715,28.10570880970461,113476000,-0.004811667131838004
2015-04-17,27.765186309814453,28.07455378094966,27.70064178516809,27.94324028801466,207828000,-0.011254495624089422
2015-04-20,28.399497985839844,28.515231871372787,27.858661076767103,27.947688056895437,188217200,0.022845576073126317
2015-04-21,28.245929718017578,28.533039154983896,28.192512508213536,28.510784531304967,129740400,-0.005407428958738469
